1,11.0
2,13.0
3,137.0
4,82.0
5,28.0
6,24.0
7,5.0
8,14.0
9,38.0
10,3.0
11,15.0
12,9.0
13,10.0
14,25.0
15,4.0
16,101.0
17,150.0
18,10.0
19,69.0
20,6.0
21,274.0
22,14.0
23,108.0
24,776.0
25,18.0
26,72.0
27,39.0
28,3.0
29,15.0
30,17.0
31,267.0
32,75.0
33,1.0
34,16.0
35,17.0
36,74.0
37,130.0
38,283.0
39,7.0
40,5.0
41,16.0
42,27.0
43,35.0
44,2.0
45,67.0
46,16.0
47,16.0
48,24.0
49,19.0
50,34.0
51,21.0
52,28.0
53,94.0
54,60.0
55,0.0
56,5.0
57,14.0
58,8.0
59,65.0
60,4.0
61,65.0
62,36.0
63,30.0
64,31.0
65,4.0
66,57.0
67,53.0
68,2.0
69,79.0
70,8.0
71,3.0
72,70.0
73,1.0
74,35.0
75,16.0
76,30.0
77,191.0
78,125.0
79,21.0
80,2.0
81,93.0
82,0.0
83,798.0
84,186.0
85,13.0
86,156.0
87,2.0
88,104.0
89,38.0
90,11.0
91,178.0
92,33.0
93,53.0
94,95.0
95,14.0
96,117.0
97,4.0
98,138.0
99,11.0
100,17.0
101,3.0
102,1.0
103,3.0
104,56.0
105,42.0
106,100.0
107,177.0
108,98.0
109,6.0
110,24.0
111,15.0
112,143.0
113,0.0
114,9.0
115,382.0
116,110.0
117,149.0
118,1.0
119,2.0
120,454.0
121,83.0
122,28.0
123,388.0
124,17.0
125,11.0
126,4.0
127,9.0
128,42.0
129,61.0
130,33.0
131,56.0
132,1.0
133,7.0
134,1.0
total,8956.0
