1,159.0
2,277.0
3,1304.0
4,592.0
5,145.0
6,169.0
7,113.0
8,111.0
9,585.0
10,17.0
11,113.0
12,145.0
13,381.0
14,311.0
15,39.0
16,1080.0
17,1082.0
18,30.0
19,756.0
20,225.0
21,3030.0
22,88.0
23,411.0
24,10965.0
25,191.0
26,480.0
27,99.0
28,148.0
29,240.0
30,214.0
31,1453.0
32,741.0
33,27.0
34,204.0
35,409.0
36,763.0
37,1609.0
38,1131.0
39,85.0
40,90.0
41,78.0
42,281.0
43,355.0
44,33.0
45,744.0
46,44.0
47,136.0
48,179.0
49,360.0
50,466.0
51,398.0
52,875.0
53,978.0
54,687.0
55,48.0
56,86.0
57,291.0
58,110.0
59,806.0
60,108.0
61,702.0
62,121.0
63,395.0
64,202.0
65,127.0
66,517.0
67,897.0
68,48.0
69,1025.0
70,52.0
71,86.0
72,730.0
73,15.0
74,321.0
75,277.0
76,44.0
77,897.0
78,1377.0
79,487.0
80,40.0
81,834.0
82,13.0
83,10206.0
84,2639.0
85,208.0
86,1492.0
87,76.0
88,822.0
89,244.0
90,74.0
91,1965.0
92,1070.0
93,781.0
94,664.0
95,220.0
96,1194.0
97,59.0
98,1073.0
99,250.0
100,250.0
101,85.0
102,44.0
103,26.0
104,616.0
105,273.0
106,1034.0
107,2316.0
108,938.0
109,21.0
110,402.0
111,170.0
112,2008.0
113,8.0
114,312.0
115,2257.0
116,1772.0
117,792.0
118,34.0
119,37.0
120,4040.0
121,1167.0
122,161.0
123,5137.0
124,59.0
125,104.0
126,31.0
127,124.0
128,717.0
129,581.0
130,596.0
131,859.0
132,33.0
133,72.0
134,47.0
total,96442.0
