1,84.0
2,130.0
3,971.0
4,300.0
5,135.0
6,38.0
7,26.0
8,40.0
9,229.0
10,12.0
11,49.0
12,68.0
13,92.0
14,258.0
15,36.0
16,419.0
17,490.0
18,29.0
19,284.0
20,56.0
21,1143.0
22,40.0
23,229.0
24,3722.0
25,78.0
26,212.0
27,66.0
28,9.0
29,66.0
30,94.0
31,833.0
32,283.0
33,7.0
34,65.0
35,105.0
36,309.0
37,511.0
38,666.0
39,25.0
40,43.0
41,125.0
42,200.0
43,151.0
44,9.0
45,367.0
46,26.0
47,47.0
48,91.0
49,108.0
50,299.0
51,120.0
52,203.0
53,436.0
54,329.0
55,8.0
56,19.0
57,147.0
58,39.0
59,377.0
60,33.0
61,269.0
62,64.0
63,180.0
64,118.0
65,31.0
66,228.0
67,454.0
68,9.0
69,382.0
70,39.0
71,39.0
72,288.0
73,7.0
74,136.0
75,109.0
76,54.0
77,591.0
78,531.0
79,135.0
80,15.0
81,397.0
82,2.0
83,4108.0
84,1026.0
85,97.0
86,531.0
87,22.0
88,415.0
89,125.0
90,87.0
91,869.0
92,316.0
93,313.0
94,320.0
95,77.0
96,439.0
97,43.0
98,489.0
99,87.0
100,113.0
101,37.0
102,4.0
103,10.0
104,293.0
105,196.0
106,406.0
107,768.0
108,377.0
109,15.0
110,112.0
111,80.0
112,612.0
113,0.0
114,113.0
115,1161.0
116,673.0
117,433.0
118,10.0
119,18.0
120,2154.0
121,473.0
122,86.0
123,1901.0
124,35.0
125,38.0
126,17.0
127,51.0
128,172.0
129,247.0
130,185.0
131,305.0
132,9.0
133,19.0
134,6.0
total,39957.0
