1,57.0
2,112.0
3,622.0
4,260.0
5,56.0
6,41.0
7,44.0
8,27.0
9,225.0
10,8.0
11,39.0
12,61.0
13,172.0
14,158.0
15,19.0
16,412.0
17,436.0
18,8.0
19,313.0
20,108.0
21,1221.0
22,41.0
23,183.0
24,4513.0
25,85.0
26,170.0
27,34.0
28,70.0
29,101.0
30,79.0
31,546.0
32,354.0
33,11.0
34,110.0
35,141.0
36,355.0
37,607.0
38,581.0
39,25.0
40,56.0
41,29.0
42,108.0
43,171.0
44,15.0
45,225.0
46,16.0
47,79.0
48,62.0
49,170.0
50,176.0
51,165.0
52,361.0
53,410.0
54,226.0
55,11.0
56,33.0
57,102.0
58,46.0
59,390.0
60,42.0
61,255.0
62,52.0
63,176.0
64,104.0
65,35.0
66,177.0
67,433.0
68,24.0
69,367.0
70,26.0
71,32.0
72,304.0
73,6.0
74,116.0
75,101.0
76,30.0
77,340.0
78,568.0
79,224.0
80,17.0
81,376.0
82,2.0
83,4099.0
84,1114.0
85,82.0
86,595.0
87,28.0
88,327.0
89,101.0
90,18.0
91,821.0
92,360.0
93,228.0
94,278.0
95,97.0
96,483.0
97,25.0
98,475.0
99,116.0
100,105.0
101,37.0
102,14.0
103,7.0
104,220.0
105,133.0
106,414.0
107,904.0
108,385.0
109,14.0
110,193.0
111,55.0
112,843.0
113,1.0
114,125.0
115,905.0
116,899.0
117,349.0
118,15.0
119,19.0
120,1562.0
121,485.0
122,67.0
123,2082.0
124,22.0
125,31.0
126,10.0
127,60.0
128,288.0
129,298.0
130,224.0
131,344.0
132,19.0
133,13.0
134,13.0
total,39465.0
