1,15.0
2,24.0
3,215.0
4,59.0
5,16.0
6,16.0
7,5.0
8,10.0
9,66.0
10,4.0
11,4.0
12,7.0
13,39.0
14,26.0
15,12.0
16,85.0
17,74.0
18,0.0
19,75.0
20,23.0
21,248.0
22,3.0
23,39.0
24,951.0
25,25.0
26,25.0
27,5.0
28,1.0
29,17.0
30,26.0
31,177.0
32,85.0
33,0.0
34,39.0
35,53.0
36,97.0
37,165.0
38,217.0
39,8.0
40,38.0
41,3.0
42,22.0
43,40.0
44,4.0
45,65.0
46,3.0
47,34.0
48,20.0
49,32.0
50,46.0
51,38.0
52,110.0
53,76.0
54,67.0
55,2.0
56,0.0
57,18.0
58,31.0
59,71.0
60,5.0
61,71.0
62,0.0
63,37.0
64,19.0
65,9.0
66,64.0
67,173.0
68,8.0
69,91.0
70,0.0
71,11.0
72,96.0
73,1.0
74,35.0
75,18.0
76,6.0
77,110.0
78,177.0
79,109.0
80,4.0
81,83.0
82,0.0
83,923.0
84,189.0
85,22.0
86,120.0
87,12.0
88,91.0
89,32.0
90,6.0
91,172.0
92,136.0
93,72.0
94,51.0
95,28.0
96,136.0
97,12.0
98,124.0
99,17.0
100,27.0
101,8.0
102,4.0
103,0.0
104,53.0
105,47.0
106,117.0
107,293.0
108,122.0
109,6.0
110,68.0
111,32.0
112,264.0
113,0.0
114,30.0
115,438.0
116,251.0
117,85.0
118,2.0
119,8.0
120,378.0
121,122.0
122,21.0
123,500.0
124,0.0
125,8.0
126,1.0
127,16.0
128,93.0
129,127.0
130,73.0
131,109.0
132,14.0
133,8.0
134,0.0
total,10271.0
